Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2024.06.25 18:31:57;Sell;0.01;XAUUSD;2317.24;0.01;2024.06.26 15:26:46;2317.22;-0.08;0.21;0.02
2024.06.25 16:25:06;Buy;0.03;GBPJPY;202.554;0.03;2024.06.26 15:00:00;202.942;-0.22;0.3;7.26
2024.06.25 13:08:16;Buy;0.01;XAUUSD;2335.07;0.01;2024.06.26 10:00:00;2317.2;-0.08;-0.33;-17.87
2024.06.24 17:51:44;Buy;0.03;USDJPY;159.71;0.03;2024.06.26 04:00:00;159.72;-0.22;0.46;0.19
2024.06.21 20:10:57;Buy;0.05;EURJPY;170.563;0.05;2024.06.25 18:00:01;170.874;-0.36;0.5;9.74
2024.06.25 13:08:16;Buy;0.02;XAUUSD;2335.07;0.02;2024.06.25 15:32:19;2325.73;-0.14;;-18.68
2024.06.24 16:43:16;Buy;0.04;GBPJPY;202.265;0.04;2024.06.25 15:30:01;202.247;-0.28;0.41;-0.45
2024.06.24 17:04:05;Buy;0.06;EURJPY;171.296;0.06;2024.06.25 14:40:01;170.788;-0.42;0.3;-19.11
2024.06.21 17:24:00;Buy;0.02;GBPJPY;201.367;0.02;2024.06.25 12:00:01;202.554;-0.14;0.4;14.89
2024.06.21 18:17:19;Sell;0.01;XAUUSD;2326.08;0.01;2024.06.24 22:00:02;2333.87;-0.08;0.21;-7.79
2024.06.21 17:14:56;Buy;0.05;EURJPY;170.274;0.05;2024.06.24 13:07:04;170.287;-0.36;0.25;0.41
2024.06.21 17:18:15;Buy;0.02;GBPJPY;201.328;0.02;2024.06.24 13:07:01;201.298;-0.14;0.2;-0.38
2024.06.21 16:45:03;Buy;0.03;USDJPY;159.104;0.03;2024.06.24 13:06:54;159.119;-0.22;0.23;0.28
2024.06.21 09:00:01;Buy;0.03;GBPJPY;201.45;0.03;2024.06.24 13:00:02;202.261;-0.22;0.3;15.24
2024.06.21 09:00:01;Buy;0.03;GBPJPY;201.45;0.03;2024.06.24 12:00:02;202.253;-0.22;0.3;15.08
2024.06.21 09:00:01;Buy;0.02;GBPJPY;201.45;0.02;2024.06.24 12:00:02;202.255;-0.14;0.2;10.08
2024.06.21 18:17:19;Sell;0.01;XAUUSD;2326.08;0.01;2024.06.24 04:46:17;2325.96;-0.08;0.21;0.12
2024.06.21 10:30:21;Sell;0.03;EURJPY;169.673;0.03;2024.06.21 21:17:13;170.68;-0.22;;-18.93
2024.06.21 10:35:44;Sell;0.03;GBPJPY;200.733;0.03;2024.06.21 20:56:16;201.714;-0.22;;-18.44
2024.06.21 11:01:23;Buy;0.02;XAUUSD;2364.64;0.02;2024.06.21 16:25:30;2356.14;-0.14;;-17
2024.06.20 17:05:08;Buy;0.03;GBPJPY;201.333;0.03;2024.06.21 16:00:03;201.026;-0.22;0.31;-5.79
2024.06.20 08:00:04;Buy;0.03;USDJPY;158.157;0.03;2024.06.21 12:00:04;158.831;-0.22;0.24;12.73
2024.06.21 03:57:59;Buy;0.04;EURJPY;170.337;0.04;2024.06.21 10:30:26;169.645;-0.28;;-17.42
2024.06.21 08:58:28;Buy;0.05;EURJPY;170.366;0.05;2024.06.21 10:30:03;169.653;-0.36;;-22.44
2024.06.19 22:01:22;Buy;0.02;USDJPY;158.048;0.02;2024.06.21 10:00:04;158.974;-0.14;0.63;11.65
2024.06.20 01:00:23;Buy;0.01;XAUJPY;368259;0.01;2024.06.21 03:30:46;375734;-0.08;-0.03;47.02
2024.06.19 23:23:24;Buy;0.02;GBPJPY;201.087;0.02;2024.06.20 22:00:00;201.211;-0.14;0.61;1.56
2024.06.18 09:28:32;Buy;0.03;USDJPY;157.906;0.03;2024.06.20 12:00:00;158.439;-0.22;0.95;10.09
2024.06.20 04:04:09;Buy;0.01;XAUUSD;2332.63;0.01;2024.06.20 11:31:00;2332.81;-0.08;;0.18
2024.06.20 04:04:13;Buy;0.02;XAUUSD;2334.1;0.02;2024.06.20 11:14:12;2334.15;-0.14;;0.1
2024.06.19 10:05:12;Buy;0.02;XAUUSD;2331.94;0.02;2024.06.20 09:30:00;2344.49;-0.14;-1.97;25.1
2024.06.18 09:21:44;Buy;0.04;EURJPY;169.389;0.04;2024.06.20 07:00:00;169.807;-0.28;0.81;10.58
2024.06.18 15:30:03;Buy;0.01;XAUJPY;366789;0.01;2024.06.20 04:00:01;368184;-0.08;-0.11;8.83
2024.06.18 16:38:47;Buy;0.02;GBPJPY;200.491;0.02;2024.06.19 15:30:01;201.009;-0.14;0.21;6.5600000000000005
2024.06.18 16:52:42;Buy;0.01;XAUUSD;2324.57;0.01;2024.06.19 13:30:01;2328.7;-0.08;-0.33;4.13
2024.06.14 20:19:12;Buy;0.05;EURJPY;168.403;0.05;2024.06.18 18:00:02;169.633;-0.36;0.52;38.93
2024.06.17 11:30:34;Buy;0.03;USDJPY;157.661;0.03;2024.06.18 15:00:02;158.073;-0.22;0.24;7.82
2024.06.17 11:10:13;Buy;0.02;GBPJPY;199.864;0.02;2024.06.18 10:00:02;200.635;-0.14;0.21;9.76
2024.06.17 01:33:44;Buy;0.02;USDJPY;157.531;0.02;2024.06.18 05:00:02;157.586;-0.14;0.16;0.7
2024.06.14 11:44:49;Sell;0.03;EURJPY;168.369;0.03;2024.06.17 11:30:03;168.84;-0.22;-0.42;-8.96
2024.06.14 08:35:10;Buy;0.01;XAUJPY;364903;0.01;2024.06.17 09:00:33;364914;-0.08;-0.03;0.07
2024.06.14 13:01:08;Buy;0.01;XAUUSD;2323.72;0.01;2024.06.17 04:01:28;2323.89;-0.08;-0.33;0.17
2024.06.14 13:01:08;Buy;0.01;XAUUSD;2323.72;0.01;2024.06.17 04:01:28;2323.89;-0.08;-0.33;0.17
2024.06.14 12:37:44;Sell;0.03;GBPJPY;199.71;0.03;2024.06.14 16:01:47;199.703;-0.22;;0.13
2024.06.13 05:52:54;Buy;0.02;GBPJPY;200.769;0.02;2024.06.14 12:41:45;199.29;-0.14;0.21;-18.85
2024.06.14 06:30:39;Buy;0.02;GBPJPY;201.294;0.02;2024.06.14 12:34:15;199.918;-0.14;;-17.49
2024.06.14 04:18:08;Buy;0.03;USDJPY;157.275;0.03;2024.06.14 11:09:54;157.279;-0.22;;0.08
2024.06.13 10:37:49;Buy;0.02;USDJPY;157.263;0.02;2024.06.14 11:09:54;157.279;-0.14;0.16;0.2
2024.06.14 04:18:44;Buy;0.03;USDJPY;157.291;0.03;2024.06.14 11:09:53;157.307;-0.22;;0.31
2024.06.14 04:18:44;Buy;0.02;USDJPY;157.291;0.02;2024.06.14 11:09:53;157.307;-0.14;;0.2
2024.06.14 06:30:39;Buy;0.04;GBPJPY;201.294;0.04;2024.06.14 11:04:51;200.542;-0.28;;-19.09
2024.06.13 19:26:08;Sell;0.03;EURJPY;168.378;0.03;2024.06.14 06:23:54;169.314;-0.22;-0.42;-17.82
2024.06.13 19:05:37;Sell;0.03;GBPJPY;199.892;0.03;2024.06.14 06:07:00;200.873;-0.22;-0.68;-18.69
2024.06.12 23:09:06;Buy;0.04;GBPJPY;200.774;0.04;2024.06.13 18:50:59;200.03;-0.28;1.24;-18.98
2024.06.13 05:52:54;Buy;0.04;GBPJPY;200.769;0.04;2024.06.13 18:50:42;200.047;-0.28;;-18.42
2024.06.13 15:37:09;Buy;0.01;XAUJPY;364575;0.01;2024.06.13 18:45:47;361377;-0.08;;-20.39
2024.06.12 20:59:59;Buy;0.05;EURJPY;169.192;0.05;2024.06.13 17:33:56;169.21;-0.36;0.77;0.57
2024.06.11 18:01:22;Buy;0.04;EURJPY;168.776;0.04;2024.06.13 16:00:01;169.492;-0.28;0.83;18.24
2024.06.12 08:29:21;Buy;0.03;GBPJPY;200.351;0.03;2024.06.13 07:00:01;200.735;-0.22;0.93;7.34
2024.06.11 16:53:42;Buy;0.02;USDJPY;157.146;0.02;2024.06.13 04:00:01;156.796;-0.14;0.64;-4.46
2024.06.11 15:19:53;Buy;0.01;XAUJPY;363384;0.01;2024.06.13 01:14:06;363885;-0.08;-0.11;3.2
2024.06.12 15:30:06;Sell;0.03;USDJPY;156.736;0.03;2024.06.12 17:30:02;155.83;-0.22;;17.44
2024.06.10 19:20:20;Buy;0.04;EURJPY;168.826;0.04;2024.06.12 17:00:02;168.825;-0.28;0.42;-0.03
2024.06.10 19:26:59;Buy;0.04;EURJPY;168.846;0.04;2024.06.12 17:00:02;168.825;-0.28;0.42;-0.54
2024.06.11 03:09:17;Buy;0.02;USDJPY;157.17;0.02;2024.06.12 16:29:42;155.806;-0.14;0.16;-17.51
2024.06.11 19:26:23;Buy;0.02;USDJPY;157.404;0.02;2024.06.12 15:55:16;156.18;-0.14;0.16;-15.67
2024.06.11 15:31:14;Sell;0.02;EURJPY;168.384;0.02;2024.06.12 14:00:02;169.276;-0.14;-0.28;-11.34
2024.06.11 15:17:52;Buy;0.01;XAUUSD;2313.21;0.01;2024.06.12 12:00:02;2312.78;-0.08;-0.33;-0.43
2024.06.11 15:17:52;Buy;0.01;XAUUSD;2313.21;0.01;2024.06.12 12:00:02;2312.78;-0.08;-0.33;-0.43
2024.06.10 15:43:14;Buy;0.01;GBPJPY;199.802;0.01;2024.06.12 10:00:02;200.347;-0.08;0.2;3.4699999999999998
2024.06.11 03:30:24;Buy;0.02;USDJPY;157.194;0.02;2024.06.12 07:00:02;157.183;-0.14;0.16;-0.14
2024.06.07 15:30:34;Buy;0.02;USDJPY;156.378;0.02;2024.06.11 18:30:03;157.288;-0.14;0.32;11.57
2024.06.07 15:51:27;Buy;0.01;GBPJPY;199.73;0.01;2024.06.11 10:00:03;200.057;-0.08;0.2;2.08
2024.06.10 02:26:20;Sell;0.02;EURJPY;169.003;0.02;2024.06.11 02:00:03;169.061;-0.14;-0.28;-0.74
2024.06.07 15:30:15;Buy;0.02;USDJPY;156.132;0.02;2024.06.11 02:00:03;157.046;-0.14;0.32;11.64
2024.06.07 15:31:27;Buy;0.02;USDJPY;156.494;0.02;2024.06.10 19:00:04;156.944;-0.14;0.16;5.73
2024.06.07 18:31:39;Sell;0.02;EURJPY;169.169;0.02;2024.06.10 18:00:04;168.418;-0.14;-0.28;9.57
2024.06.07 15:30:38;Sell;0.01;XAUUSD;2316.96;0.01;2024.06.10 18:00:04;2303.24;-0.08;0.21;13.72
2024.06.10 06:15:39;Buy;0.04;EURJPY;169.177;0.04;2024.06.10 13:03:52;168.464;-0.28;;-18.19
2024.06.07 15:30:38;Sell;0.01;XAUUSD;2316.96;0.01;2024.06.10 13:00:00;2295.51;-0.08;0.21;21.45
2024.06.07 08:51:44;Sell;0.02;EURJPY;169.375;0.02;2024.06.10 08:00:00;168.977;-0.14;-0.28;5.07
2024.06.07 04:06:26;Buy;0.02;USDJPY;155.874;0.02;2024.06.10 08:00:00;157.122;-0.14;0.16;15.89
2024.06.07 07:40:13;Sell;0.02;EURJPY;169.453;0.02;2024.06.10 06:00:00;169.034;-0.14;-0.28;5.34
2024.06.06 09:21:33;Buy;0.01;GBPJPY;199.686;0.01;2024.06.10 04:00:00;199.558;-0.08;0.2;-0.82
2024.06.06 22:40:25;Sell;0.02;EURJPY;169.373;0.02;2024.06.07 22:00:00;169.257;-0.14;-0.28;1.48
2024.06.06 16:13:09;Buy;0.02;USDJPY;156.388;0.02;2024.06.07 20:00:00;156.665;-0.14;0.16;3.54
2024.06.06 09:35:30;Buy;0.01;USDJPY;156.172;0.01;2024.06.07 20:00:00;156.665;-0.08;0.08;3.15
2024.06.06 05:57:48;Buy;0.01;XAUJPY;369379;0.01;2024.06.07 12:12:50;363823;-0.08;-0.03;-35.77
2024.06.07 03:52:05;Sell;0.02;GBPJPY;199.014;0.02;2024.06.07 11:01:03;198.993;-0.14;;0.27
2024.06.06 11:02:51;Buy;0.02;USDJPY;156.334;0.02;2024.06.07 10:32:17;155.124;-0.14;0.16;-15.6
2024.06.07 08:53:08;Sell;0.03;USDJPY;155.471;0.03;2024.06.07 09:52:35;155.452;-0.22;;0.37
2024.06.06 18:28:11;Buy;0.01;XAUUSD;2374.34;0.01;2024.06.07 09:19:48;2374.47;-0.08;-0.33;0.13
2024.06.07 06:04:50;Buy;0.02;XAUUSD;2378.61;0.02;2024.06.07 08:48:09;2378.73;-0.14;;0.24
2024.06.06 09:21:33;Buy;0.02;GBPJPY;199.686;0.02;2024.06.07 08:00:00;198.994;-0.14;0.21;-8.9
2024.06.05 18:01:04;Buy;0.01;XAUJPY;367686;0.01;2024.06.07 04:00:00;370531;-0.08;-0.11;18.26
2024.06.05 03:13:14;Buy;0.06;EURJPY;169.053;0.06;2024.06.07 01:00:01;169.459;-0.42;1.24;15.65
2024.06.05 02:35:35;Buy;0.06;EURJPY;168.695;0.06;2024.06.06 16:12:55;170.19;-0.42;0.93;57.36
2024.06.05 18:00:49;Buy;0.02;XAUUSD;2351.86;0.02;2024.06.06 15:00:02;2359.82;-0.14;-1.97;15.92
2024.06.06 04:11:10;Buy;0.01;XAUUSD;2361.17;0.01;2024.06.06 11:17:48;2361.34;-0.08;;0.17
2024.06.05 16:05:35;Buy;0.04;EURJPY;169.944;0.04;2024.06.06 04:01:45;169.292;-0.28;0.62;-16.77
2024.06.05 17:15:37;Buy;0.03;USDJPY;156.472;0.03;2024.06.06 03:51:23;155.629;-0.22;0.72;-16.25
2024.06.05 17:15:27;Buy;0.04;EURJPY;169.998;0.04;2024.06.06 03:49:11;169.343;-0.28;0.62;-16.83
2024.06.04 10:08:14;Sell;0.03;GBPJPY;199.205;0.03;2024.06.05 08:00:02;198.749;-0.22;-0.69;8.79
2024.06.04 20:48:27;Sell;0.03;USDJPY;154.552;0.03;2024.06.05 06:00:21;155.562;-0.22;-0.5;-19.48
2024.06.04 17:14:14;Sell;0.01;XAUUSD;2321.33;0.01;2024.06.05 06:00:18;2333.7;-0.08;0.21;-12.37
2024.06.03 18:07:55;Sell;0.03;USDJPY;156.133;0.03;2024.06.04 17:00:03;154.608;-0.22;-0.5;29.59
2024.06.04 10:55:11;Sell;0.04;GBPJPY;198.785;0.04;2024.06.04 13:38:23;197.468;-0.28;;34.02
2024.06.04 10:03:07;Sell;0.03;EURJPY;169.792;0.03;2024.06.04 13:29:42;168.302;-0.22;;28.86
2024.06.04 10:03:07;Sell;0.04;EURJPY;169.792;0.04;2024.06.04 12:20:38;168.701;-0.28;;28.13
2024.06.03 21:26:56;Buy;0.07;EURJPY;170.176;0.07;2024.06.04 10:05:08;169.767;-0.5;0.36;-18.37
2024.06.03 20:07:20;Buy;0.01;XAUUSD;2354.83;0.01;2024.06.04 04:43:26;2344.4;-0.08;-0.33;-10.43
2024.06.03 14:00:31;Sell;0.01;XAUUSD;2330.84;0.01;2024.06.03 17:39:13;2343.28;-0.08;;-12.44
2024.06.03 14:30:44;Sell;0.07;USDJPY;156.643;0.07;2024.06.03 16:30:03;156.691;-0.5;;-2.14
2024.06.03 06:50:55;Buy;0.04;USDJPY;157.337;0.04;2024.06.03 14:05:23;156.686;-0.28;;-16.62
2024.05.31 11:13:35;Buy;0.03;GBPJPY;199.805;0.03;2024.06.03 14:00:03;199.25;-0.22;0.31;-10.62
2024.05.31 22:36:33;Buy;0.05;USDJPY;157.338;0.05;2024.06.03 13:58:32;156.781;-0.36;0.4;-17.76
2024.05.31 10:01:23;Buy;0.05;USDJPY;156.998;0.05;2024.06.03 11:45:03;157.016;-0.36;0.4;0.57
2024.05.31 11:12:23;Buy;0.02;GBPJPY;199.762;0.02;2024.06.03 10:59:04;199.782;-0.14;0.21;0.25
2024.06.03 06:51:47;Buy;0.07;EURJPY;170.766;0.07;2024.06.03 10:57:42;170.358;-0.5;;-18.17
2024.06.03 00:03:05;Buy;0.08;EURJPY;170.746;0.08;2024.06.03 10:56:33;170.38;-0.56;;-18.63
2024.05.31 20:27:33;Sell;0.01;XAUUSD;2325.05;0.01;2024.06.03 10:03:01;2324.95;-0.08;0.21;0.1
2024.05.31 11:14:29;Buy;0.05;GBPJPY;199.834;0.05;2024.06.03 10:00:00;200.247;-0.36;0.52;13.13
2024.05.31 18:14:04;Sell;0.01;XAUUSD;2330.72;0.01;2024.05.31 23:39:16;2330.64;-0.08;;0.08
2024.05.31 15:32:32;Buy;0.01;XAUUSD;2348.69;0.01;2024.05.31 17:12:36;2340.29;-0.08;;-8.4
2024.05.30 16:07:12;Sell;0.05;USDJPY;156.534;0.05;2024.05.31 10:32:21;157.085;-0.36;-0.83;-17.54
2024.05.31 05:07:10;Sell;0.07;USDJPY;156.581;0.07;2024.05.31 07:00:03;156.806;-0.5;;-10.04
2024.05.30 21:27:23;Buy;0.08;EURJPY;169.95;0.08;2024.05.31 04:42:11;169.609;-0.56;0.41;-17.41
2024.05.30 05:43:02;Sell;0.01;XAUUSD;2328.41;0.01;2024.05.30 15:35:52;2344.14;-0.08;;-15.73
2024.05.30 09:00:51;Sell;0.03;GBPJPY;198.992;0.03;2024.05.30 11:04:48;199.587;-0.22;;-11.37
2024.05.30 06:15:24;Sell;0.04;GBPJPY;199.674;0.04;2024.05.30 10:52:13;199.474;-0.28;;5.1
2024.05.30 08:23:35;Sell;0.09;USDJPY;157.091;0.09;2024.05.30 10:00:00;156.745;-0.64;;19.87
2024.05.29 12:13:21;Sell;0.01;XAUUSD;2341.58;0.01;2024.05.30 09:30:00;2328.3;-0.08;0.62;13.28
2024.05.28 08:56:22;Buy;0.02;GBPJPY;200.406;0.02;2024.05.30 04:00:00;199.754;-0.14;0.83;-8.29
2024.05.29 16:46:10;Buy;0.06;USDJPY;157.381;0.06;2024.05.30 03:55:26;157.396;-0.42;1.42;0.57
2024.05.29 17:43:29;Buy;0.06;USDJPY;157.408;0.06;2024.05.30 03:23:01;157.418;-0.42;1.42;0.38
2024.05.29 03:23:02;Buy;0.03;GBPJPY;200.712;0.03;2024.05.30 03:12:49;199.887;-0.22;0.92;-15.71
2024.05.28 16:16:01;Buy;0.01;XAUJPY;369794;0.01;2024.05.30 02:00:00;368511;-0.08;-0.11;-8.14
2024.05.28 17:26:41;Buy;0.03;GBPJPY;200.598;0.03;2024.05.29 20:00:00;200.521;-0.22;0.31;-1.46
2024.05.27 19:20:08;Buy;0.08;EURJPY;170.413;0.08;2024.05.29 17:00:00;170.535;-0.56;0.82;6.2
2024.05.28 16:15:31;Buy;0.01;XAUUSD;2357.54;0.01;2024.05.29 11:54:36;2345.72;-0.08;-0.33;-11.82
2024.05.28 11:35:06;Buy;0.06;USDJPY;156.952;0.06;2024.05.29 09:09:02;156.972;-0.42;0.48;0.76
2024.05.27 23:58:49;Buy;0.05;USDJPY;156.955;0.05;2024.05.29 09:09:01;156.972;-0.36;0.8;0.54
2024.05.28 19:53:27;Buy;0.06;USDJPY;156.996;0.06;2024.05.29 09:09:00;157.003;-0.42;0.48;0.27
2024.05.27 10:19:00;Buy;0.02;GBPJPY;199.945;0.02;2024.05.29 06:00:01;200.532;-0.14;0.42;7.46
2024.05.28 15:24:48;Buy;0.01;XAUUSD;2355.03;0.01;2024.05.29 05:53:55;2355.22;-0.08;-0.33;0.19
2024.05.27 15:19:49;Buy;0.01;XAUJPY;368366;0.01;2024.05.29 03:30:01;371260;-0.08;-0.06;18.39
2024.05.27 23:58:49;Buy;0.05;USDJPY;156.958;0.05;2024.05.29 03:00:01;157.274;-0.36;0.8;10.05
2024.05.28 03:55:04;Buy;0.04;GBPJPY;200.415;0.04;2024.05.29 02:30:01;200.624;-0.28;0.41;5.32
2024.05.24 15:30:00;Buy;0.04;USDJPY;157.112;0.04;2024.05.28 18:30:01;156.935;-0.28;0.64;-4.51
2024.05.27 15:07:13;Sell;0.05;EURJPY;170.043;0.05;2024.05.28 09:29:38;170.633;-0.36;-0.7;-18.81
2024.05.24 13:13:42;Buy;0.02;GBPJPY;199.647;0.02;2024.05.28 08:00:01;200.161;-0.14;0.42;6.5600000000000005
2024.05.28 05:43:20;Sell;0.07;USDJPY;156.691;0.07;2024.05.28 07:30:01;156.694;-0.5;;-0.13
2024.05.27 05:51:18;Buy;0.01;XAUUSD;2344.77;0.01;2024.05.28 05:00:01;2354.71;-0.08;-0.33;9.94
2024.05.27 01:34:23;Buy;0.04;GBPJPY;199.997;0.04;2024.05.28 00:40:02;200.312;-0.28;0.41;8.03
2024.05.23 16:45:02;Buy;0.03;USDJPY;156.99;0.03;2024.05.27 19:30:02;156.912;-0.22;0.48;-1.49
2024.05.23 17:09:04;Buy;0.02;GBPJPY;199.81;0.02;2024.05.24 20:00:02;199.785;-0.14;0.21;-0.32
2024.05.23 16:22:52;Buy;0.03;GBPJPY;199.691;0.03;2024.05.24 15:00:03;199.685;-0.22;0.31;-0.11
2024.05.23 11:16:32;Buy;0.02;GBPJPY;199.676;0.02;2024.05.24 14:00:03;199.68;-0.14;0.21;0.05
2024.05.22 11:28:22;Buy;0.02;USDJPY;156.496;0.02;2024.05.24 14:00:03;156.973;-0.14;0.64;6.08
2024.05.23 10:53:48;Buy;0.04;GBPJPY;199.538;0.04;2024.05.24 09:30:03;199.354;-0.28;0.41;-4.6899999999999995
2024.05.23 04:04:46;Buy;0.03;USDJPY;156.842;0.03;2024.05.24 08:00:03;157.081;-0.22;0.24;4.5600000000000005
2024.05.23 04:26:28;Sell;0.01;XAUUSD;2371.84;0.01;2024.05.24 08:00:03;2334.72;-0.08;0.21;37.12
2024.05.22 09:00:01;Buy;0.01;GBPJPY;199.008;0.01;2024.05.24 04:00:03;199.334;-0.08;0.41;2.08
2024.05.23 04:26:28;Sell;0.01;XAUUSD;2371.84;0.01;2024.05.24 01:30:03;2332.11;-0.08;0.21;39.73
2024.05.22 02:19:40;Buy;0.05;EURJPY;169.675;0.05;2024.05.24 00:40:03;169.713;-0.36;1.03;1.21
2024.05.23 15:37:19;Buy;0.07;EURJPY;170.005;0.07;2024.05.23 21:04:35;169.606;-0.5;;-17.8
2024.05.22 04:00:43;Buy;0.02;USDJPY;156.334;0.02;2024.05.23 16:00:03;156.76;-0.14;0.48;5.44
2024.05.23 10:15:00;Sell;0.04;EURJPY;169.381;0.04;2024.05.23 16:00:00;170.138;-0.28;;-19.32
2024.05.23 10:15:00;Sell;0.04;EURJPY;169.381;0.04;2024.05.23 16:00:00;170.133;-0.28;;-19.19
2024.05.22 03:57:01;Buy;0.02;GBPJPY;198.701;0.02;2024.05.23 06:00:00;199.438;-0.14;0.62;9.4
2024.05.22 03:56:11;Buy;0.02;GBPJPY;198.695;0.02;2024.05.23 06:00:00;199.438;-0.14;0.62;9.48
2024.05.21 15:06:41;Buy;0.02;USDJPY;156.331;0.02;2024.05.23 02:00:00;156.741;-0.14;0.64;5.23
2024.05.20 15:21:47;Buy;0.02;USDJPY;155.914;0.02;2024.05.22 18:00:00;156.523;-0.14;0.32;7.78
2024.05.20 15:36:21;Buy;0.04;EURJPY;169.461;0.04;2024.05.22 13:00:00;169.638;-0.28;0.42;4.53
2024.05.20 15:36:21;Buy;0.05;EURJPY;169.461;0.05;2024.05.22 13:00:00;169.637;-0.36;0.52;5.63
2024.05.20 04:00:05;Buy;0.02;USDJPY;155.921;0.02;2024.05.22 07:00:00;156.313;-0.14;0.32;5.02
2024.05.21 02:32:02;Buy;0.02;GBPJPY;198.742;0.02;2024.05.22 05:00:01;198.72;-0.14;0.21;-0.28
2024.05.21 02:32:02;Buy;0.02;GBPJPY;198.742;0.02;2024.05.22 05:00:01;198.722;-0.14;0.21;-0.26
2024.05.20 21:43:05;Buy;0.02;USDJPY;156.231;0.02;2024.05.22 01:00:01;156.161;-0.14;0.32;-0.9
2024.05.20 21:43:05;Buy;0.02;USDJPY;156.231;0.02;2024.05.22 01:00:01;156.161;-0.14;0.32;-0.9
2024.05.20 15:23:34;Buy;0.02;GBPJPY;197.982;0.02;2024.05.21 18:00:01;198.408;-0.14;0.21;5.46
2024.05.20 15:23:34;Buy;0.01;GBPJPY;197.982;0.01;2024.05.21 18:00:01;198.408;-0.08;0.1;2.73
2024.05.16 15:37:19;Buy;0.04;EURJPY;168.407;0.04;2024.05.20 13:00:02;169.239;-0.28;0.42;21.37
2024.05.17 16:00:58;Buy;0.01;XAUUSD;2395.09;0.01;2024.05.20 13:00:00;2441.65;-0.08;-0.33;46.56
2024.05.16 15:37:19;Buy;0.05;EURJPY;168.407;0.05;2024.05.20 13:00:00;169.243;-0.36;0.52;26.84
2024.05.17 03:30:56;Buy;0.02;USDJPY;155.538;0.02;2024.05.20 07:00:00;155.725;-0.14;0.16;2.4
2024.05.17 03:30:56;Buy;0.02;USDJPY;155.538;0.02;2024.05.20 07:00:00;155.725;-0.14;0.16;2.4
2024.05.15 18:21:12;Buy;0.01;XAUJPY;369889;0.01;2024.05.20 06:00:00;379261;-0.08;-0.14;60.15
2024.05.17 16:00:58;Buy;0.01;XAUUSD;2395.09;0.01;2024.05.20 04:00:32;2431.83;-0.08;-0.33;36.74
2024.05.16 02:02:31;Buy;0.01;XAUJPY;369462;0.01;2024.05.17 11:00:01;371473;-0.08;-0.03;12.91
2024.05.15 15:30:09;Buy;0.01;XAUUSD;2375.26;0.01;2024.05.16 12:00:01;2386.09;-0.08;-0.99;10.83
2024.05.16 02:36:18;Sell;0.02;GBPJPY;195.719;0.02;2024.05.16 11:25:55;196.121;-0.14;;-5.2
2024.05.15 18:31:50;Sell;0.02;USDJPY;154.754;0.02;2024.05.16 11:25:17;154.734;-0.14;-1;0.26
2024.05.14 15:20:48;Buy;0.01;GBPJPY;196.486;0.01;2024.05.16 10:00:01;195.702;-0.08;0.41;-5.08
2024.05.16 02:36:33;Sell;0.02;GBPJPY;195.698;0.02;2024.05.16 05:17:55;195.69;-0.14;;0.1
2024.05.15 15:30:09;Buy;0.01;XAUUSD;2375.26;0.01;2024.05.15 16:22:40;2365.68;-0.08;;-9.58
2024.05.15 15:30:02;Sell;0.04;USDJPY;155.294;0.04;2024.05.15 15:35:33;155.277;-0.28;;0.44
2024.05.15 05:06:09;Buy;0.03;GBPJPY;196.995;0.03;2024.05.15 11:49:20;196.186;-0.22;;-15.59
2024.05.14 15:30:02;Buy;0.03;USDJPY;156.689;0.03;2024.05.15 11:31:11;155.809;-0.22;0.24;-16.94
2024.05.13 18:00:17;Buy;0.03;USDJPY;155.94;0.03;2024.05.15 11:21:04;155.961;-0.22;0.48;0.4
2024.05.14 03:52:43;Buy;0.02;GBPJPY;196.37;0.02;2024.05.15 06:00:02;197.068;-0.14;0.21;8.92
2024.05.14 03:52:43;Buy;0.01;GBPJPY;196.37;0.01;2024.05.15 06:00:00;197.061;-0.08;0.1;4.42
2024.05.13 03:22:01;Buy;0.01;USDJPY;155.938;0.01;2024.05.15 06:00:00;156.461;-0.08;0.16;3.34
2024.05.13 03:17:25;Buy;0.04;EURJPY;167.958;0.04;2024.05.15 01:00:00;169.214;-0.28;0.42;32.12
2024.05.13 03:17:25;Buy;0.04;EURJPY;167.958;0.04;2024.05.15 01:00:00;169.215;-0.28;0.42;32.14
2024.05.13 08:14:26;Buy;0.02;USDJPY;155.823;0.02;2024.05.14 20:00:00;156.48;-0.14;0.16;8.4
2024.05.10 04:02:02;Buy;0.01;XAUJPY;365564;0.01;2024.05.14 16:00:01;367734;-0.08;-0.06;13.86
2024.05.13 09:08:33;Buy;0.01;GBPJPY;195.352;0.01;2024.05.14 12:00:01;196.013;-0.08;0.1;4.22
2024.05.13 09:08:33;Buy;0.02;GBPJPY;195.352;0.02;2024.05.14 12:00:01;196.013;-0.14;0.21;8.45
2024.05.13 09:01:18;Buy;0.02;GBPJPY;195.324;0.02;2024.05.14 08:00:01;196.359;-0.14;0.21;13.23
2024.05.13 03:16:44;Buy;0.02;USDJPY;155.908;0.02;2024.05.14 07:00:01;156.42;-0.14;0.16;6.55
2024.05.13 03:16:44;Buy;0.02;USDJPY;155.908;0.02;2024.05.14 07:00:01;156.42;-0.14;0.16;6.55
